_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,predicted,text_no_rt,tweet
204692869,false,finalized,3,10/5/2012 03:01:49,Informative (Direct),0.6564,,Informative (Direct),Here we go again...A Tornado Watch is in effect until 3:00 am for Buchanan Caldwell Clinton Platte.,Here we go again...A Tornado Watch is in effect until 3:00 am for Buchanan Caldwell Clinton Platte.
204692870,false,finalized,3,10/4/2012 23:49:54,Informative (Direct or Indirect),0.6533,,Personal message,Wind is picking up! Constant thunder and lightening! Tornado touched down in Tarrant county.,Wind is picking up! Constant thunder and lightening! Tornado touched down in Tarrant county.
204692871,false,finalized,3,10/5/2012 15:46:35,Informative (Direct or Indirect),0.6203,,Personal message,death tornado swarm sure is fizzling out,death tornado swarm sure is fizzling out
204692872,false,finalized,3,10/4/2012 17:12:42,Informative (Direct or Indirect),0.3722,,Personal message,@andersoncooper is the real deal...he's literally retreating from a tornado while tweeting about it the entire time...,@andersoncooper is the real deal...he's literally retreating from a tornado while tweeting about it the entire time...
204692873,false,finalized,4,10/5/2012 03:56:40,Informative (Direct),0.5066,,Personal message,Monsanto head office... RT @d_igital_punk: @MaxGraham interesting Max. Do u have a place/person in mind you'd like to 'To ...,RT @MaxGraham: Monsanto head office... RT @d_igital_punk: @MaxGraham interesting Max. Do u have a place/person in mind you'd like to 'To ...
204692874,false,finalized,5,10/5/2012 12:07:18,Other,0.5583,,Personal message,Monsanto head office... RT @d_igital_punk: @MaxGraham interesting Max. Do u have a place/person in mind you'd like to 'To ...,RT @MaxGraham: Monsanto head office... RT @d_igital_punk: @MaxGraham interesting Max. Do u have a place/person in mind you'd like to 'To ...
204692875,false,finalized,3,10/4/2012 15:19:33,Informative (Direct),0.6768,,Other,Tornado alert!!!!!! :(,Tornado alert!!!!!! :(
204692876,false,finalized,5,10/5/2012 12:24:34,Informative (Direct),0.592,,Personal message,First Baptist Church in Piedmont opening up as shelter...please help get word out! #okwx,RT @KFORweather: First Baptist Church in Piedmont opening up as shelter...please help get word out! #okwx
204692877,false,finalized,7,10/3/2012 21:03:52,Informative (Direct or Indirect),0.5506,,Personal message,Triage: Once victims have been given a priority get Priority 3 walking wounded to care for each other  #1stAid4 #okw ...,RT @HighPeak1stAid: Triage: Once victims have been given a priority get Priority 3 walking wounded to care for each other  #1stAid4 #okw ...
204692878,false,finalized,4,10/4/2012 23:30:22,Personal only,1.0,,Personal message,So sorry for tornado victims...heart goes out.,So sorry for tornado victims...heart goes out.
204692879,false,finalized,3,10/4/2012 17:49:17,Other,0.6481,,Personal message,CPR for babies same for child but 2 fingers on chest and breaths to babys mouth and nose  #1stAid4 #okwx #Joplin,RT @HighPeak1stAid: CPR for babies same for child but 2 fingers on chest and breaths to babys mouth and nose  #1stAid4 #okwx #Joplin
204692880,false,finalized,4,10/4/2012 10:25:00,Informative (Direct),0.2836,,Personal message,Tornado Warning This afternoon?,Tornado Warning This afternoon?
204692881,false,finalized,3,10/5/2012 14:05:42,Personal only,0.3691,,Personal message,Burglaries on the rise in parts of north minneapolis hit by tornado. Stay classy y'all.,Burglaries on the rise in parts of north minneapolis hit by tornado. Stay classy y'all.
204692882,false,finalized,5,10/5/2012 03:06:03,Informative (Direct),0.3947,,Personal message,Softball sized hail and #tornado possible in NW Tarrant County moving east. LIVE VIDEO - http://tinyurl.com/22sa7dp  #txwx,Softball sized hail and #tornado possible in NW Tarrant County moving east. LIVE VIDEO - http://tinyurl.com/22sa7dp  #txwx
204692883,false,finalized,4,10/5/2012 04:05:19,Informative (Indirect),1.0,,Personal message,New #tornado horror in #Oklahoma as at least two people die when twisters hit rush hour traffic.. http://bit.ly/jSAiIM,New #tornado horror in #Oklahoma as at least two people die when twisters hit rush hour traffic.. http://bit.ly/jSAiIM
204692884,false,finalized,3,10/6/2012 03:14:14,Personal only,1.0,,Personal message,Golly more nasty tornado's?,Golly more nasty tornado's?
204692885,false,finalized,4,10/3/2012 01:34:39,Personal only,0.7548,,Informative (Direct),this pesky tornado warning is getting in the way of my plans ~ top floor of my apartment building ~ gorgeous view of impending doom ~ Shit!,this pesky tornado warning is getting in the way of my plans ~ top floor of my apartment building ~ gorgeous view of impending doom ~ Shit!
204692886,false,finalized,3,10/6/2012 00:53:34,Other,0.6768,,Personal message,@andersoncooper is near a Tornado which means he must be wearing a wife beater and boyshorts. #dangerisnearhisclothesdisappear,@andersoncooper is near a Tornado which means he must be wearing a wife beater and boyshorts. #dangerisnearhisclothesdisappear
204692887,false,finalized,5,10/5/2012 02:55:33,Personal only,1.0,,Personal message,Well goodbye everybody #tornado,Well goodbye everybody #tornado
204692888,false,finalized,3,10/4/2012 15:26:23,Other,0.6652,,Other,Tornado alley eh?,Tornado alley eh?
204692889,false,finalized,3,10/4/2012 06:39:17,Personal only,1.0,,Personal message,Tornado party at my house!!!!,Tornado party at my house!!!!
204692890,false,finalized,5,10/4/2012 07:37:21,Personal only,0.7498,,Informative (Direct),please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204692891,false,finalized,3,10/4/2012 13:30:31,Personal only,0.6763,,Personal message,@jflanadoodle i had a dream about ya last night.. Sorry to be creepy. Also be thinkin of me. A tornado is about to destroy my city. Night!,@jflanadoodle i had a dream about ya last night.. Sorry to be creepy. Also be thinkin of me. A tornado is about to destroy my city. Night!
204692892,false,finalized,6,10/5/2012 04:05:19,Personal only,0.8395,,Personal message,#pray  #joplin,#pray  #joplin
204692893,false,finalized,3,10/4/2012 15:39:47,Personal only,0.6615,,Personal message,Can anyone in Piedmont tell me if Piedmont Road and just South of Ash was hit? #okwx,Can anyone in Piedmont tell me if Piedmont Road and just South of Ash was hit? #okwx
204692894,false,finalized,3,10/5/2012 21:33:05,Informative (Direct),0.7074,,Personal message,Just south of Avondale debris noted..TORNADO ON THE GROUND,Just south of Avondale debris noted..TORNADO ON THE GROUND
204692895,false,finalized,6,10/4/2012 07:43:39,Personal only,0.6738,,Personal message,Awwh hell naw! They talking bout tornado comin our way! If I have to miss dis bulls game Imma be 2 pissed! Lol!,Awwh hell naw! They talking bout tornado comin our way! If I have to miss dis bulls game Imma be 2 pissed! Lol!
204692896,false,finalized,4,10/3/2012 19:23:32,Personal only,0.7381,,Personal message,@Sarah_Liz98 the tornado is coming my way!!!!!!:(,@Sarah_Liz98 the tornado is coming my way!!!!!!:(
204692897,false,finalized,3,10/4/2012 17:50:05,Personal only,0.6916,,Personal message,@ChelseaKane please #pray  for #joplin  my hometown,@ChelseaKane please #pray  for #joplin  my hometown
204692898,false,finalized,3,10/5/2012 08:44:50,Informative (Direct),0.6537,,Personal message,Everybody should stop worrying about this tornado. If it gets to us I'll stand in front of it and tell it to stop. #imhuge,RT @Zack_Zig: Everybody should stop worrying about this tornado. If it gets to us I'll stand in front of it and tell it to stop. #imhuge
204692899,false,finalized,3,10/3/2012 01:46:57,Informative (Direct),0.409,,Personal message,@ms_tierrawhite it's supposed to be a tornado/bad storm comin my way...but it aint in your area tho,@ms_tierrawhite it's supposed to be a tornado/bad storm comin my way...but it aint in your area tho
204692900,false,finalized,3,10/5/2012 15:42:55,Other,0.3536,,Personal message,If you have any tornado photos please send them to dailynews@ou.edu.,If you have any tornado photos please send them to dailynews@ou.edu.
204692901,false,finalized,3,10/4/2012 11:41:00,Informative (Direct),1.0,,Informative (Direct),Wow.  Just emerged from hotel basement in Oklahoma City.  Tornado hits all around here.  Happy to be safe.  Please be safe out there!,Wow.  Just emerged from hotel basement in Oklahoma City.  Tornado hits all around here.  Happy to be safe.  Please be safe out there!
204692902,false,finalized,5,10/5/2012 08:39:31,Informative (Indirect),0.7989,,Personal message,4 Dead At Least 3 Kids Critically Injured in Oklahoma Tornado http://ow.ly/52g3x,4 Dead At Least 3 Kids Critically Injured in Oklahoma Tornado http://ow.ly/52g3x
204692903,false,finalized,4,10/5/2012 01:22:38,Informative (Direct or Indirect),1.0,,Informative (Direct),Saginaw Haslet Eagle Mountain Lake -- TAKE COVER! Tornado on the ground. #TXWeather,Saginaw Haslet Eagle Mountain Lake -- TAKE COVER! Tornado on the ground. #TXWeather
204692904,false,finalized,4,10/3/2012 16:28:03,Informative (Indirect),0.3021,,Personal message,Tornado warnings issued! Stop. Drop. And roll up your sleeves!,Tornado warnings issued! Stop. Drop. And roll up your sleeves!
204692905,false,finalized,3,10/6/2012 00:52:39,Informative (Direct or Indirect),0.7128,,Personal message,Tornado Warnings for Denton and Wise Counties until 8:15pm.   Take Cover now!  Rshade,RT @NBCDFWWeather: Tornado Warnings for Denton and Wise Counties until 8:15pm.   Take Cover now!  Rshade
204692906,false,finalized,3,10/5/2012 09:45:18,Personal only,1.0,,Personal message,omg lol no foo RT @_genesisNOsegaa: when it rains during a tornado does that make it a hurricane? * scratches head....  #pleasedontjudgeme,omg lol no foo RT @_genesisNOsegaa: when it rains during a tornado does that make it a hurricane? * scratches head....  #pleasedontjudgeme
204692907,false,finalized,5,10/3/2012 17:14:01,Personal only,0.5783,,Other,Tornado time,Tornado time
204692908,false,finalized,3,10/6/2012 03:27:25,Personal only,0.6129,,Personal message,On the bright side it's still daylight enough to get some great tornado pics as it passes through Keller Texas in 15mins.,On the bright side it's still daylight enough to get some great tornado pics as it passes through Keller Texas in 15mins.
204692909,false,finalized,3,10/6/2012 03:02:15,Personal only,0.6475,,Informative (Direct),@billiber please be safe! we just had a surprise tornado attack. our power just came back on after 5 hours in the dark. so scary.,@billiber please be safe! we just had a surprise tornado attack. our power just came back on after 5 hours in the dark. so scary.
204692910,false,finalized,4,10/3/2012 17:15:32,Informative (Direct or Indirect),1.0,,Personal message,Damaging wind threat coming into Tulsa OK #tornado #okwx,RT @JimCantore: Damaging wind threat coming into Tulsa OK #tornado #okwx
204692911,false,finalized,3,10/4/2012 14:13:14,Informative (Direct or Indirect),0.6158,,Other,Tornado!!!...,Tornado!!!...
204692912,false,finalized,4,10/3/2012 20:39:33,Personal only,0.5187,,Personal message,Like a good okie @phoone41 was outside watching the tornado form #countryass,Like a good okie @phoone41 was outside watching the tornado form #countryass
204692913,false,finalized,3,10/5/2012 15:31:43,Informative (Direct),0.6732,,Personal message,Tornado at highway 99 and highway 10 in OK...heavy rain strong hook echo...possible rain wrapped tornado...first r ...,RT @MichaelGalvin01: Tornado at highway 99 and highway 10 in OK...heavy rain strong hook echo...possible rain wrapped tornado...first r ...
204692914,false,finalized,3,10/6/2012 03:04:31,Personal only,0.6415,,Personal message,Tornado coming straight too my side of the town. In words of biggie #Imreadytodie,Tornado coming straight too my side of the town. In words of biggie #Imreadytodie
204692915,false,finalized,3,10/4/2012 22:14:46,Personal only,1.0,,Personal message,@JOEY_roxx I love you...you better not die in a tornado or I will kill you &lt;3,@JOEY_roxx I love you...you better not die in a tornado or I will kill you &lt;3
204692916,false,finalized,3,10/6/2012 00:47:10,Personal only,0.6665,,Personal message,Two tornado warnings spent in the basement so far. We are fine no damage.,Two tornado warnings spent in the basement so far. We are fine no damage.
204692917,false,finalized,3,10/6/2012 03:27:25,Personal only,0.3501,,Personal message,Well they finally put us under a tornado warning....rotation n progress..God protect us all!,RT @MTee10: Well they finally put us under a tornado warning....rotation n progress..God protect us all!
204692918,false,finalized,3,10/6/2012 03:20:26,Personal only,0.704,,Personal message,Outside with my dad chilln watching for the tornado,Outside with my dad chilln watching for the tornado
204692919,false,finalized,3,10/5/2012 05:06:14,Personal only,0.6938,,Personal message,Another tornado warning ugh,Another tornado warning ugh
204692920,false,finalized,5,10/5/2012 03:19:39,Personal only,0.7996,,Personal message,@JenniLoLo @anitasantiago Amen! What is going on here? Any idea? #Joplin needs help.,@JenniLoLo @anitasantiago Amen! What is going on here? Any idea? #Joplin needs help.
204692921,false,finalized,3,10/4/2012 08:29:10,Informative (Direct or Indirect),1.0,,Personal message,Tornado Warning for Mitchell County in KS until 8:15pm CDT. #kswx,RT @severewarn: Tornado Warning for Mitchell County in KS until 8:15pm CDT. #kswx
