,category,description,ends,event,headline,messageType,place,senderName,sent,severity,urgency
281,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Winfield LD25
* until further notice.
* At 10:30 AM Tuesday the stage was 32.9 feet.
* Flood stage is 26.0 feet.
* Moderate flooding is forecast.
* The river will continue to fall to a stage of 32.8 feet by tomorrow
morning.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Lincoln, MO; Calhoun, IL",NWS St Louis MO,2019-04-16 15:54:58,Severe,Immediate
282,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Clarksville LD24
* until further notice.
* At 10:30 AM Tuesday the stage was 31.9 feet.
* Flood stage is 25.0 feet.
* Moderate flooding is forecast.
* The river is forecast to rise to near 31.9 feet by this afternoon.
Additional rises may be possible thereafter.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Calhoun, IL; Pike, MO",NWS St Louis MO,2019-04-16 15:54:58,Severe,Immediate
283,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Canton LD20
* until further notice.
* At  6:00 AM Tuesday the stage was 19.5 feet.
* Flood stage is 14.0 feet.
* Minor flooding is forecast.
* The river will continue to fall to a stage of 19.3 feet by tomorrow
morning.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Lewis, MO; Adams, IL",NWS St Louis MO,2019-04-16 15:54:58,Severe,Immediate
278,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Hannibal
* until further notice.
* At 10:15 AM Tuesday the stage was 22.9 feet.
* Flood stage is 16.0 feet.
* Moderate flooding is forecast.
* The river is forecast to continue rising to near 22.9 feet by this
afternoon. Additional rises may be possible thereafter.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Marion, MO; Pike, IL",NWS St Louis MO,2019-04-16 15:54:59,Severe,Immediate
279,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at LaGrange
* until further notice.
* At 10:00 AM Tuesday the stage was 20.2 feet.
* Flood stage is 18.0 feet.
* Minor flooding is forecast.
* The river is forecast to continue rising to near 20.2 feet by this
afternoon. Additional rises may be possible thereafter.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Lewis, MO; Adams, IL",NWS St Louis MO,2019-04-16 15:54:59,Severe,Immediate
280,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Quincy
* until further notice.
* At 10:15 AM Tuesday the stage was 22.6 feet.
* Flood stage is 17.0 feet.
* Moderate flooding is forecast.
* The river is forecast to continue falling to a stage of 22.4 feet
by tomorrow morning.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Marion, MO; Adams, IL",NWS St Louis MO,2019-04-16 15:54:59,Severe,Immediate
274,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at St. Louis
* until further notice.
* At 10:30 AM Tuesday the stage was 33.4 feet.
* Flood stage is 30.0 feet.
* Minor flooding is forecast.
* The river is forecast to continue falling to a stage of 33.3 feet
by tomorrow morning.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"St. Clair, IL; St. Louis City, MO; St. Louis, MO",NWS St Louis MO,2019-04-16 15:55:00,Severe,Immediate
275,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Grafton
* until further notice.
* At 10:30 AM Tuesday the stage was 26.0 feet.
* Flood stage is 18.0 feet.
* Moderate flooding is forecast.
* The river is forecast to continue falling to a stage of 25.9 feet
by tomorrow morning.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Jersey, IL; St. Charles, MO",NWS St Louis MO,2019-04-16 15:55:00,Severe,Immediate
276,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Chester
* until further notice.
* At 10:30 AM Tuesday the stage was 35.7 feet.
* Flood stage is 27.0 feet.
* Moderate flooding is forecast.
* The river is forecast to continue rising to near 35.7 feet by this
afternoon. Additional rises may be possible thereafter.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Randolph, IL; Jackson, IL; Ste. Genevieve, MO; Perry, MO",NWS St Louis MO,2019-04-16 15:55:00,Severe,Immediate
277,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Mel Price LD
* until further notice.
* At 10:30 AM Tuesday the stage was 26.9 feet.
* Flood stage is 21.0 feet.
* Minor flooding is forecast.
* The river is forecast to rise to near 27.0 feet by this afternoon.
Additional rises may be possible thereafter.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Madison, IL; St. Charles, MO",NWS St Louis MO,2019-04-16 15:55:00,Severe,Immediate
271,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Quincy LD21
* until further notice.
* At  8:00 AM Tuesday the stage was 21.8 feet.
* Flood stage is 17.0 feet.
* Moderate flooding is forecast.
* The river will continue to fall to a stage of 21.6 feet by tomorrow
morning.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Marion, MO; Adams, IL",NWS St Louis MO,2019-04-16 15:55:01,Severe,Immediate
272,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Saverton LD22
* until further notice.
* At  8:00 AM Tuesday the stage was 22.0 feet.
* Flood stage is 16.0 feet.
* Major flooding is forecast.
* The river will continue to fall to a stage of 21.8 feet by tomorrow
morning.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Pike, IL; Ralls, MO",NWS St Louis MO,2019-04-16 15:55:01,Severe,Immediate
273,Met,"at Canton Lock and Dam 20

at LaGrange

at Quincy

at Quincy Lock and Dam 21

at Hannibal

at Saverton Lock and Dam 22

at Louisiana

at Clarksville Lock and Dam 24

at Winfield Lock and Dam 25

at Grafton

at Mel Price Lock and Dam

at St. Louis

at Chester

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Mississippi River at Louisiana
* until further notice.
* At 10:30 AM Tuesday the stage was 21.5 feet.
* Flood stage is 15.0 feet.
* Moderate flooding is forecast.
* The river is forecast to continue falling to a stage of 21.3 feet
by tomorrow morning.",,Flood Warning,Flood Warning issued April 16 at 10:49AM CDT by NWS St Louis MO,Update,"Pike, MO; Pike, IL",NWS St Louis MO,2019-04-16 15:55:01,Severe,Immediate
260,Met,"at La Grange Lock and Dam

at Meredosia

at Valley City

at Hardin

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Illinois River at Hardin
* until further notice.
* At 10:30 AM Tuesday the stage was 31.6 feet.
* Flood stage is 25.0 feet.
* Moderate flooding is forecast.
* The river is forecast to continue falling to a stage of 31.5 feet
by tomorrow morning.",,Flood Warning,Flood Warning issued April 16 at 11:04AM CDT by NWS St Louis MO,Update,"Jersey, IL; Greene, IL; Calhoun, IL",NWS St Louis MO,2019-04-16 16:04:00,Severe,Immediate
261,Met,"at La Grange Lock and Dam

at Meredosia

at Valley City

at Hardin

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Illinois River at Meredosia
* until further notice.
* At 10:00 AM Tuesday the stage was 18.0 feet.
* Flood stage is 17.0 feet.
* Minor flooding is forecast.
* The river is forecast to continue rising to near 18.0 feet by this
afternoon. Additional rises may be possible thereafter.",,Flood Warning,Flood Warning issued April 16 at 11:04AM CDT by NWS St Louis MO,Update,"Morgan, IL; Pike, IL",NWS St Louis MO,2019-04-16 16:04:00,Severe,Immediate
262,Met,"at La Grange Lock and Dam

at Meredosia

at Valley City

at Hardin

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Illinois River at Valley City
* until further notice.
* At 10:00 AM Tuesday the stage was 16.9 feet.
* Flood stage is 14.0 feet.
* Minor flooding is forecast.
* The river is forecast to continue falling to a stage of 16.8 feet
by tomorrow morning.",,Flood Warning,Flood Warning issued April 16 at 11:04AM CDT by NWS St Louis MO,Update,"Scott, IL; Pike, IL",NWS St Louis MO,2019-04-16 16:04:00,Severe,Immediate
263,Met,"at La Grange Lock and Dam

at Meredosia

at Valley City

at Hardin

.This Flood Warning is a result of heavy rainfall and snowmelt
upriver over the past month...
The Flood Warning continues for
the Illinois River at La Grange LD
* until further notice.
* At  8:00 AM Tuesday the stage was 23.4 feet.
* Flood stage is 23.0 feet.
* Minor flooding is forecast.
* The river is forecast to rise to near 23.4 feet by this afternoon.
Additional rises may be possible thereafter.",,Flood Warning,Flood Warning issued April 16 at 11:04AM CDT by NWS St Louis MO,Update,"Brown, IL",NWS St Louis MO,2019-04-16 16:04:00,Severe,Immediate
83,Met,"The Environmental Protection Commission of Hillsborough County has issued
an Air Pollution Advisory.


for more information please contact...
The Environmental Protection Commission of Hillsborough County
http://www.epchc.org.",,Air Quality Alert,Air Quality Alert issued April 16 at 4:45PM EDT by NWS Tampa Bay Ruskin FL,Alert,Coastal Hillsborough; Inland Hillsborough,NWS Tampa Bay Ruskin FL,2019-04-16 20:45:00,Unknown,Unknown
80,Met,"The Environmental Protection Commission of Hillsborough County has issued
an Air Pollution Advisory.


for more information please contact...
The Environmental Protection Commission of Hillsborough County
http://www.epchc.org.",,Air Quality Alert,Air Quality Alert issued April 16 at 4:52PM EDT by NWS Tampa Bay Ruskin FL,Alert,Coastal Hillsborough; Inland Hillsborough,NWS Tampa Bay Ruskin FL,2019-04-16 20:52:00,Unknown,Unknown
